"Years" "Months" "Days" "TX"
"45080" 1999 6 4 21.9
"45081" 1999 6 5 24.4
"45082" 1999 6 6 15.6
"45083" 1999 6 7 22
"45084" 1999 6 8 20.1
"45085" 1999 6 9 18.7
"45086" 1999 6 10 22.3
"45087" 1999 6 11 17.2
"45088" 1999 6 12 17.9
"45089" 1999 6 13 21.7
"45090" 1999 6 14 20.4
"45091" 1999 6 15 23.3
"45092" 1999 6 16 24.7
"45093" 1999 6 17 25.1
"45094" 1999 6 18 21.4
"45095" 1999 6 19 22
"45096" 1999 6 20 24.2
"45097" 1999 6 21 20.1
"45098" 1999 6 22 17.7
"45099" 1999 6 23 18.8
"45100" 1999 6 24 19.3
"45101" 1999 6 25 19.5
"45102" 1999 6 26 22
"45103" 1999 6 27 25.7
"45104" 1999 6 28 23.6
"45105" 1999 6 29 25
"45106" 1999 6 30 26.3
"45107" 1999 7 1 23.2
"45108" 1999 7 2 25.4
"45109" 1999 7 3 30.7
"45110" 1999 7 4 28.9
"45111" 1999 7 5 35.2
"45112" 1999 7 6 26.8
"45113" 1999 7 7 23.1
"45114" 1999 7 8 25.4
"45115" 1999 7 9 25.4
"45116" 1999 7 10 29
"45117" 1999 7 11 28.9
"45118" 1999 7 12 30.6
"45119" 1999 7 13 28.6
"45120" 1999 7 14 24.4
"45121" 1999 7 15 21.7
"45122" 1999 7 16 23.5
"45123" 1999 7 17 26.7
"45124" 1999 7 18 31.4
"45125" 1999 7 19 33.2
"45126" 1999 7 20 27.6
"45127" 1999 7 21 26.9
"45128" 1999 7 22 23.1
"45129" 1999 7 23 18.8
"45130" 1999 7 24 19.3
"45131" 1999 7 25 29
"45132" 1999 7 26 24.1
"45133" 1999 7 27 23.1
"45134" 1999 7 28 25.9
"45135" 1999 7 29 27.3
"45136" 1999 7 30 28.9
"45137" 1999 7 31 29.4
"45138" 1999 8 1 29.9
"45139" 1999 8 2 28.6
"45140" 1999 8 3 29.5
"45141" 1999 8 4 30.5
"45142" 1999 8 5 29.5
"45143" 1999 8 6 28.4
"45144" 1999 8 7 29
"45145" 1999 8 8 30
"45146" 1999 8 9 28.9
"45147" 1999 8 10 27.1
"45148" 1999 8 11 20.7
"45149" 1999 8 12 19.7
"45150" 1999 8 13 21.7
"45151" 1999 8 14 23.3
"45152" 1999 8 15 21.8
"45153" 1999 8 16 23
"45154" 1999 8 17 19.7
"45155" 1999 8 18 24.8
"45156" 1999 8 19 22.9
"45157" 1999 8 20 20.3
"45158" 1999 8 21 19.6
"45159" 1999 8 22 18.7
"45160" 1999 8 23 18.9
"45161" 1999 8 24 21.3
"45162" 1999 8 25 25.4
"45163" 1999 8 26 27.4
"45164" 1999 8 27 25.1
"45165" 1999 8 28 23.1
"45166" 1999 8 29 22.4
"45167" 1999 8 30 23.4
"45168" 1999 8 31 20.3
"45169" 1999 9 1 19
"45170" 1999 9 2 23.3
"45171" 1999 9 3 25
"45172" 1999 9 4 26.9
"45173" 1999 9 5 26.9
"45174" 1999 9 6 26
"45175" 1999 9 7 24.2
"45176" 1999 9 8 26.2
"45177" 1999 9 9 28.7
"45178" 1999 9 10 29.8
"45179" 1999 9 11 29
"45180" 1999 9 12 28.3
"45181" 1999 9 13 27.1
"45182" 1999 9 14 26.4
"45183" 1999 9 15 24.6
"45184" 1999 9 16 19.8
"45185" 1999 9 17 22.9
"45186" 1999 9 18 19.8
"45187" 1999 9 19 24.9
"45188" 1999 9 20 26.3
"45189" 1999 9 21 21.9
"45190" 1999 9 22 21.1
"45191" 1999 9 23 24.5
"45192" 1999 9 24 25.6
"45193" 1999 9 25 22.4
"45194" 1999 9 26 17.7
"45195" 1999 9 27 20.7
"45196" 1999 9 28 20.7
"45197" 1999 9 29 20.7
"45198" 1999 9 30 19.5
"45199" 1999 10 1 17
"45200" 1999 10 2 19
"45201" 1999 10 3 17.3
"45202" 1999 10 4 15.7
"45203" 1999 10 5 15.9
"45204" 1999 10 6 13.1
"45205" 1999 10 7 13.4
"45206" 1999 10 8 13.7
"45207" 1999 10 9 14.7
"45208" 1999 10 10 15.2
"45209" 1999 10 11 16
"45210" 1999 10 12 15.9
"45211" 1999 10 13 14.9
"45212" 1999 10 14 13.7
"45213" 1999 10 15 13.4
"45214" 1999 10 16 11.7
"45215" 1999 10 17 11.2
"45216" 1999 10 18 10.2
"45217" 1999 10 19 9.4
"45218" 1999 10 20 7.6
"45219" 1999 10 21 8.8
"45220" 1999 10 22 12.5
"45221" 1999 10 23 13.9
"45222" 1999 10 24 16.5
"45223" 1999 10 25 17.4
"45224" 1999 10 26 17.4
"45225" 1999 10 27 14.1
"45226" 1999 10 28 15.4
"45227" 1999 10 29 13.6
"45228" 1999 10 30 15
"45229" 1999 10 31 15.9
"45230" 1999 11 1 14.6
"45231" 1999 11 2 14.9
"45232" 1999 11 3 12.3
"45233" 1999 11 4 11
"45234" 1999 11 5 9
"45235" 1999 11 6 13.3
"45236" 1999 11 7 9.4
"45237" 1999 11 8 9.2
"45238" 1999 11 9 8.3
"45239" 1999 11 10 7.8
"45240" 1999 11 11 7.5
"45241" 1999 11 12 6.4
"45242" 1999 11 13 2.5
"45243" 1999 11 14 7.7
"45244" 1999 11 15 4.6
"45245" 1999 11 16 3.7
"45246" 1999 11 17 2.2
"45247" 1999 11 18 3.5
"45248" 1999 11 19 2.1
"45249" 1999 11 20 0.8
"45250" 1999 11 21 2
"45251" 1999 11 22 0.8
"45252" 1999 11 23 1.7
"45253" 1999 11 24 3.8
"45254" 1999 11 25 7.4
"45255" 1999 11 26 8.4
"45256" 1999 11 27 8.1
"45257" 1999 11 28 8.4
"45258" 1999 11 29 9.4
"45259" 1999 11 30 8.7
"45260" 1999 12 1 9.6
"45261" 1999 12 2 6.9
"45262" 1999 12 3 8.5
"45263" 1999 12 4 7.6
"45264" 1999 12 5 4.1
"45265" 1999 12 6 4.5
"45266" 1999 12 7 8.4
"45267" 1999 12 8 7.5
"45268" 1999 12 9 9.9
"45269" 1999 12 10 8.2
"45270" 1999 12 11 7.2
"45271" 1999 12 12 11.3
"45272" 1999 12 13 6.9
"45273" 1999 12 14 5.9
"45274" 1999 12 15 2.7
"45275" 1999 12 16 1.1
"45276" 1999 12 17 3.2
"45277" 1999 12 18 4.2
"45278" 1999 12 19 1.2
"45279" 1999 12 20 1.7
"45280" 1999 12 21 1.4
"45281" 1999 12 22 0.7
"45282" 1999 12 23 0.4
"45283" 1999 12 24 3.3
"45284" 1999 12 25 6.8
"45285" 1999 12 26 4.8
"45286" 1999 12 27 2.7
"45287" 1999 12 28 2.9
"45288" 1999 12 29 2.7
"45289" 1999 12 30 3.1
"45290" 1999 12 31 3.6
"45291" 2000 1 1 2.4
"45292" 2000 1 2 4.5
"45293" 2000 1 3 6.8
"45294" 2000 1 4 6.3
"45295" 2000 1 5 6.8
"45296" 2000 1 6 5
"45297" 2000 1 7 7.6
"45298" 2000 1 8 6
"45299" 2000 1 9 5.7
"45300" 2000 1 10 3.9
"45301" 2000 1 11 3.1
"45302" 2000 1 12 2.5
"45303" 2000 1 13 -0.1
"45304" 2000 1 14 -0.1
"45305" 2000 1 15 0.1
"45306" 2000 1 16 4.4
"45307" 2000 1 17 8
"45308" 2000 1 18 7.8
"45309" 2000 1 19 3.6
"45310" 2000 1 20 4.6
"45311" 2000 1 21 4.7
"45312" 2000 1 22 -1.7
"45313" 2000 1 23 -3.9
"45314" 2000 1 24 -2.4
"45315" 2000 1 25 -1.9
"45316" 2000 1 26 2.9
"45317" 2000 1 27 3.4
"45318" 2000 1 28 2.7
"45319" 2000 1 29 7.9
"45320" 2000 1 30 7.6
"45321" 2000 1 31 10.7
"45322" 2000 2 1 10.4
"45323" 2000 2 2 8.4
"45324" 2000 2 3 7
"45325" 2000 2 4 7.9
"45326" 2000 2 5 8.7
"45327" 2000 2 6 13.6
"45328" 2000 2 7 10.7
"45329" 2000 2 8 9.9
"45330" 2000 2 9 9.7
"45331" 2000 2 10 8.9
"45332" 2000 2 11 8.1
"45333" 2000 2 12 6.6
"45334" 2000 2 13 4.3
"45335" 2000 2 14 5.3
"45336" 2000 2 15 9.4
"45337" 2000 2 16 5.7
"45338" 2000 2 17 4.5
"45339" 2000 2 18 5.5
"45340" 2000 2 19 3.7
"45341" 2000 2 20 4
"45342" 2000 2 21 3.7
"45343" 2000 2 22 1.3
"45344" 2000 2 23 4.8
"45345" 2000 2 24 7.1
"45346" 2000 2 25 5.2
"45347" 2000 2 26 7.2
"45348" 2000 2 27 10
"45349" 2000 2 28 17.8
"45350" 2000 2 29 10.1
"45351" 2000 3 1 8.5
"45352" 2000 3 2 6.9
"45353" 2000 3 3 9.7
"45354" 2000 3 4 4.9
"45355" 2000 3 5 4.7
"45356" 2000 3 6 8.4
"45357" 2000 3 7 12.4
"45358" 2000 3 8 11.8
"45359" 2000 3 9 12.6
"45360" 2000 3 10 6.7
"45361" 2000 3 11 11.1
"45362" 2000 3 12 4.5
"45363" 2000 3 13 10.1
"45364" 2000 3 14 10.2
"45365" 2000 3 15 6.3
"45366" 2000 3 16 6.9
"45367" 2000 3 17 6.5
"45368" 2000 3 18 7.7
"45369" 2000 3 19 10.1
"45370" 2000 3 20 6.6
"45371" 2000 3 21 8.1
"45372" 2000 3 22 12.9
"45373" 2000 3 23 13.3
"45374" 2000 3 24 10.7
"45375" 2000 3 25 12.7
"45376" 2000 3 26 15.4
"45377" 2000 3 27 7.8
"45378" 2000 3 28 7.9
"45379" 2000 3 29 8.7
"45380" 2000 3 30 8.3
"45381" 2000 3 31 5.8
"45382" 2000 4 1 9.9
"45383" 2000 4 2 13
"45384" 2000 4 3 17.3
"45385" 2000 4 4 11.5
"45386" 2000 4 5 8.5
"45387" 2000 4 6 10.8
"45388" 2000 4 7 9.1
"45389" 2000 4 8 8.9
"45390" 2000 4 9 8.9
"45391" 2000 4 10 11
"45392" 2000 4 11 12.5
"45393" 2000 4 12 9.9
"45394" 2000 4 13 12.9
"45395" 2000 4 14 11.1
"45396" 2000 4 15 19.4
"45397" 2000 4 16 14.3
"45398" 2000 4 17 22.1
"45399" 2000 4 18 19.3
"45400" 2000 4 19 19.2
"45401" 2000 4 20 20.4
"45402" 2000 4 21 24.2
"45403" 2000 4 22 25.2
"45404" 2000 4 23 28.7
"45405" 2000 4 24 24.3
"45406" 2000 4 25 12.7
"45407" 2000 4 26 21.3
"45408" 2000 4 27 25.2
"45409" 2000 4 28 25.6
"45410" 2000 4 29 27.3
"45411" 2000 4 30 28.9
"45412" 2000 5 1 26.2
"45413" 2000 5 2 21.8
"45414" 2000 5 3 20.7
"45415" 2000 5 4 22.5
"45416" 2000 5 5 24.2
"45417" 2000 5 6 24.7
"45418" 2000 5 7 25.7
"45419" 2000 5 8 27.8
"45420" 2000 5 9 26
"45421" 2000 5 10 27.2
"45422" 2000 5 11 27
"45423" 2000 5 12 19.5
"45424" 2000 5 13 20.4
"45425" 2000 5 14 25.8
"45426" 2000 5 15 29
"45427" 2000 5 16 30.4
"45428" 2000 5 17 31.6
"45429" 2000 5 18 18.8
"45430" 2000 5 19 16.4
"45431" 2000 5 20 14.6
"45432" 2000 5 21 17.3
"45433" 2000 5 22 14.5
"45434" 2000 5 23 19.2
"45435" 2000 5 24 21
"45436" 2000 5 25 21.6
"45437" 2000 5 26 19.8
"45438" 2000 5 27 22.3
"45439" 2000 5 28 20.2
"45440" 2000 5 29 16.9
"45441" 2000 5 30 16
"45442" 2000 5 31 19.4
"45443" 2000 6 1 22.1
"45444" 2000 6 2 29.1
"45445" 2000 6 3 26.6
"45446" 2000 6 4 27.8
"45447" 2000 6 5 23.4
"45448" 2000 6 6 17.6
"45449" 2000 6 7 19.6
"45450" 2000 6 8 21.7
"45451" 2000 6 9 27.7
"45452" 2000 6 10 32.9
"45453" 2000 6 11 29.2
"45454" 2000 6 12 23.4
"45455" 2000 6 13 30.4
"45456" 2000 6 14 25.4
"45457" 2000 6 15 19.9
"45458" 2000 6 16 17.8
"45459" 2000 6 17 21
"45460" 2000 6 18 26.4
"45461" 2000 6 19 32.5
"45462" 2000 6 20 35.9
"45463" 2000 6 21 35.9
"45464" 2000 6 22 32
"45465" 2000 6 23 25.5
"45466" 2000 6 24 20.6
"45467" 2000 6 25 17.8
"45468" 2000 6 26 17.7
"45469" 2000 6 27 16.7
"45470" 2000 6 28 15.8
"45471" 2000 6 29 15.2
"45472" 2000 6 30 16.1
"45473" 2000 7 1 23.5
"45474" 2000 7 2 22.7
"45475" 2000 7 3 25.2
"45476" 2000 7 4 23.8
"45477" 2000 7 5 22
"45478" 2000 7 6 22.7
"45479" 2000 7 7 22.6
"45480" 2000 7 8 18.6
"45481" 2000 7 9 21.4
"45482" 2000 7 10 22
"45483" 2000 7 11 23.3
"45484" 2000 7 12 17.7
"45485" 2000 7 13 21
"45486" 2000 7 14 19.7
"45487" 2000 7 15 19.2
"45488" 2000 7 16 21.3
"45489" 2000 7 17 21.8
"45490" 2000 7 18 17
"45491" 2000 7 19 15.5
"45492" 2000 7 20 20.5
"45493" 2000 7 21 17.8
"45494" 2000 7 22 18.5
"45495" 2000 7 23 23.5
"45496" 2000 7 24 25.5
"45497" 2000 7 25 26.2
"45498" 2000 7 26 23.7
"45499" 2000 7 27 24.3
"45500" 2000 7 28 22.8
"45501" 2000 7 29 20.1
"45502" 2000 7 30 19.9
"45503" 2000 7 31 20.9
"45504" 2000 8 1 27
"45505" 2000 8 2 24.4
"45506" 2000 8 3 25
"45507" 2000 8 4 24.2
"45508" 2000 8 5 24.7
"45509" 2000 8 6 24.9
"45510" 2000 8 7 20.6
"45511" 2000 8 8 18.6
"45512" 2000 8 9 21.4
"45513" 2000 8 10 25.6
"45514" 2000 8 11 20.7
"45515" 2000 8 12 24.6
"45516" 2000 8 13 28.8
"45517" 2000 8 14 32
"45518" 2000 8 15 30.2
"45519" 2000 8 16 25.3
"45520" 2000 8 17 25.6
"45521" 2000 8 18 24
"45522" 2000 8 19 26.3
"45523" 2000 8 20 26.5
"45524" 2000 8 21 23.6
"45525" 2000 8 22 21.7
"45526" 2000 8 23 21.2
"45527" 2000 8 24 21.5
"45528" 2000 8 25 21.6
"45529" 2000 8 26 21.9
"45530" 2000 8 27 23.7
"45531" 2000 8 28 18.8
"45532" 2000 8 29 23.1
"45533" 2000 8 30 22.4
"45534" 2000 8 31 21.2
"45535" 2000 9 1 23.3
"45536" 2000 9 2 19.2
"45537" 2000 9 3 14.8
"45538" 2000 9 4 16
"45539" 2000 9 5 16.5
"45540" 2000 9 6 19.4
"45541" 2000 9 7 18.4
"45542" 2000 9 8 19.4
"45543" 2000 9 9 22.9
"45544" 2000 9 10 22.3
"45545" 2000 9 11 19.4
"45546" 2000 9 12 21.3
"45547" 2000 9 13 22.3
"45548" 2000 9 14 18.4
"45549" 2000 9 15 19
"45550" 2000 9 16 15.8
"45551" 2000 9 17 13.2
"45552" 2000 9 18 15.8
"45553" 2000 9 19 11.6
"45554" 2000 9 20 11.7
"45555" 2000 9 21 17.4
"45556" 2000 9 22 18.6
"45557" 2000 9 23 17.8
"45558" 2000 9 24 16.3
"45559" 2000 9 25 18.7
"45560" 2000 9 26 19
"45561" 2000 9 27 24
"45562" 2000 9 28 22.8
"45563" 2000 9 29 23.5
"45564" 2000 9 30 23.1
"45565" 2000 10 1 22.9
"45566" 2000 10 2 18.9
"45567" 2000 10 3 20.2
"45568" 2000 10 4 19.9
"45569" 2000 10 5 19.4
"45570" 2000 10 6 15.8
"45571" 2000 10 7 11.8
"45572" 2000 10 8 11.1
"45573" 2000 10 9 10.9
"45574" 2000 10 10 11.5
"45575" 2000 10 11 15.5
"45576" 2000 10 12 15.6
"45577" 2000 10 13 17.2
"45578" 2000 10 14 17.6
"45579" 2000 10 15 15.1
"45580" 2000 10 16 19
"45581" 2000 10 17 16.2
"45582" 2000 10 18 13.8
"45583" 2000 10 19 14.8
"45584" 2000 10 20 14.8
"45585" 2000 10 21 16
"45586" 2000 10 22 18.3
"45587" 2000 10 23 15.9
"45588" 2000 10 24 16
"45589" 2000 10 25 15.1
"45590" 2000 10 26 14.2
"45591" 2000 10 27 12
"45592" 2000 10 28 12.9
"45593" 2000 10 29 15.9
"45594" 2000 10 30 16.3
"45595" 2000 10 31 15.7
"45596" 2000 11 1 13.6
"45597" 2000 11 2 13.2
"45598" 2000 11 3 10
"45599" 2000 11 4 11.6
"45600" 2000 11 5 10.1
"45601" 2000 11 6 8.3
"45602" 2000 11 7 14.2
"45603" 2000 11 8 12.2
"45604" 2000 11 9 12.2
"45605" 2000 11 10 10.5
"45606" 2000 11 11 9.5
"45607" 2000 11 12 11.7
"45608" 2000 11 13 11.9
"45609" 2000 11 14 11.5
"45610" 2000 11 15 10.3
"45611" 2000 11 16 9.3
"45612" 2000 11 17 5.2
"45613" 2000 11 18 7.3
"45614" 2000 11 19 8.3
"45615" 2000 11 20 9.3
"45616" 2000 11 21 6.5
"45617" 2000 11 22 9.8
"45618" 2000 11 23 10.7
"45619" 2000 11 24 8.2
"45620" 2000 11 25 6.9
"45621" 2000 11 26 6.6
"45622" 2000 11 27 8.1
"45623" 2000 11 28 8.1
"45624" 2000 11 29 13.4
"45625" 2000 11 30 12.4
"45626" 2000 12 1 8
"45627" 2000 12 2 9.2
"45628" 2000 12 3 9.5
"45629" 2000 12 4 9.3
"45630" 2000 12 5 9.9
"45631" 2000 12 6 6.7
"45632" 2000 12 7 8.6
"45633" 2000 12 8 10
"45634" 2000 12 9 10.7
"45635" 2000 12 10 9
"45636" 2000 12 11 10.2
"45637" 2000 12 12 13.5
"45638" 2000 12 13 14.2
"45639" 2000 12 14 10.3
"45640" 2000 12 15 7.6
"45641" 2000 12 16 5.8
"45642" 2000 12 17 4.2
"45643" 2000 12 18 4.3
"45644" 2000 12 19 2.5
"45645" 2000 12 20 1.6
"45646" 2000 12 21 -0.1
"45647" 2000 12 22 -1
"45648" 2000 12 23 0.1
"45649" 2000 12 24 -0.8
"45650" 2000 12 25 -0.5
"45651" 2000 12 26 -0.7
"45652" 2000 12 27 1.4
"45653" 2000 12 28 2
"45654" 2000 12 29 1.5
"45655" 2000 12 30 1
"45656" 2000 12 31 0.9
"45657" 2001 1 1 0.7
"45658" 2001 1 2 3
"45659" 2001 1 3 7.4
"45660" 2001 1 4 4.3
"45661" 2001 1 5 5.9
"45662" 2001 1 6 10.4
"45663" 2001 1 7 7.1
"45664" 2001 1 8 6.7
"45665" 2001 1 9 5
"45666" 2001 1 10 4.3
"45667" 2001 1 11 2.4
"45668" 2001 1 12 0.6
"45669" 2001 1 13 -1.3
"45670" 2001 1 14 -1.4
"45671" 2001 1 15 0.4
"45672" 2001 1 16 1.5
"45673" 2001 1 17 0
"45674" 2001 1 18 -0.4
"45675" 2001 1 19 0
"45676" 2001 1 20 1
"45677" 2001 1 21 0.9
"45678" 2001 1 22 0.8
"45679" 2001 1 23 2.7
"45680" 2001 1 24 5.1
"45681" 2001 1 25 8.8
"45682" 2001 1 26 8.2
"45683" 2001 1 27 4.5
"45684" 2001 1 28 3.2
"45685" 2001 1 29 4.2
"45686" 2001 1 30 2.9
"45687" 2001 1 31 2.8
"45688" 2001 2 1 1.1
"45689" 2001 2 2 -0.5
"45690" 2001 2 3 -3.2
"45691" 2001 2 4 -3.6
"45692" 2001 2 5 6.4
"45693" 2001 2 6 12.3
"45694" 2001 2 7 11.9
"45695" 2001 2 8 13.3
"45696" 2001 2 9 9.5
"45697" 2001 2 10 5.5
"45698" 2001 2 11 9.1
"45699" 2001 2 12 11.7
"45700" 2001 2 13 9.9
"45701" 2001 2 14 3.7
"45702" 2001 2 15 8.7
"45703" 2001 2 16 11
"45704" 2001 2 17 3.7
"45705" 2001 2 18 8.2
"45706" 2001 2 19 4.3
"45707" 2001 2 20 7.6
"45708" 2001 2 21 8.5
"45709" 2001 2 22 5.1
"45710" 2001 2 23 1.8
"45711" 2001 2 24 -3
"45712" 2001 2 25 0
"45713" 2001 2 26 1.4
"45714" 2001 2 27 0.9
"45715" 2001 2 28 3.6
"45716" 2001 3 1 6.7
"45717" 2001 3 2 2.3
"45718" 2001 3 3 3.8
"45719" 2001 3 4 0.3
"45720" 2001 3 5 2.9
"45721" 2001 3 6 4.6
"45722" 2001 3 7 7.2
"45723" 2001 3 8 11.2
"45724" 2001 3 9 13.8
"45725" 2001 3 10 13.3
"45726" 2001 3 11 13.2
"45727" 2001 3 12 14.4
"45728" 2001 3 13 11.1
"45729" 2001 3 14 7.1
"45730" 2001 3 15 9.9
"45731" 2001 3 16 10.6
"45732" 2001 3 17 4.5
"45733" 2001 3 18 3.1
"45734" 2001 3 19 7.9
"45735" 2001 3 20 1.7
"45736" 2001 3 21 4.2
"45737" 2001 3 22 2.4
"45738" 2001 3 23 1.6
"45739" 2001 3 24 1.6
"45740" 2001 3 25 0.5
"45741" 2001 3 26 3
"45742" 2001 3 27 1.5
"45743" 2001 3 28 5.2
"45744" 2001 3 29 9.1
"45745" 2001 3 30 7.4
"45746" 2001 3 31 13.5
"45747" 2001 4 1 16
"45748" 2001 4 2 20.1
"45749" 2001 4 3 20.6
"45750" 2001 4 4 19.2
"45751" 2001 4 5 12.5
"45752" 2001 4 6 11.3
"45753" 2001 4 7 13.8
"45754" 2001 4 8 13.7
"45755" 2001 4 9 11.3
"45756" 2001 4 10 12.1
"45757" 2001 4 11 14.5
"45758" 2001 4 12 9.5
"45759" 2001 4 13 3.9
"45760" 2001 4 14 6.1
"45761" 2001 4 15 4
"45762" 2001 4 16 9.3
"45763" 2001 4 17 7.6
"45764" 2001 4 18 8.4
"45765" 2001 4 19 8.4
"45766" 2001 4 20 10.5
"45767" 2001 4 21 9.3
"45768" 2001 4 22 7.2
"45769" 2001 4 23 11.3
"45770" 2001 4 24 16.7
"45771" 2001 4 25 21.1
"45772" 2001 4 26 15.7
"45773" 2001 4 27 15.5
"45774" 2001 4 28 14.2
"45775" 2001 4 29 17.1
"45776" 2001 4 30 25.2
"45777" 2001 5 1 25
"45778" 2001 5 2 19.7
"45779" 2001 5 3 28
"45780" 2001 5 4 20.4
"45781" 2001 5 5 10.7
"45782" 2001 5 6 8.3
"45783" 2001 5 7 14.3
"45784" 2001 5 8 21.3
"45785" 2001 5 9 21.5
"45786" 2001 5 10 22.6
"45787" 2001 5 11 19.8
"45788" 2001 5 12 20.7
"45789" 2001 5 13 23.2
"45790" 2001 5 14 25.5
"45791" 2001 5 15 22.3
"45792" 2001 5 16 23.2
"45793" 2001 5 17 18.4
"45794" 2001 5 18 17.1
"45795" 2001 5 19 17.1
"45796" 2001 5 20 17.7
"45797" 2001 5 21 17
"45798" 2001 5 22 19
"45799" 2001 5 23 23
"45800" 2001 5 24 25.1
"45801" 2001 5 25 22.5
"45802" 2001 5 26 23.9
"45803" 2001 5 27 24.1
"45804" 2001 5 28 17.9
"45805" 2001 5 29 22.3
"45806" 2001 5 30 19.3
"45807" 2001 5 31 16.5
"45808" 2001 6 1 16.1
"45809" 2001 6 2 15
"45810" 2001 6 3 15
"45811" 2001 6 4 15.3
"45812" 2001 6 5 16.8
"45813" 2001 6 6 19.2
"45814" 2001 6 7 20.3
"45815" 2001 6 8 15.1
"45816" 2001 6 9 18.2
"45817" 2001 6 10 14.9
"45818" 2001 6 11 17.5
"45819" 2001 6 12 14.1
"45820" 2001 6 13 18.9
"45821" 2001 6 14 22.6
"45822" 2001 6 15 24.1
"45823" 2001 6 16 23.5
"45824" 2001 6 17 23.6
"45825" 2001 6 18 20.4
"45826" 2001 6 19 20.5
"45827" 2001 6 20 22.5
"45828" 2001 6 21 21.6
"45829" 2001 6 22 17
"45830" 2001 6 23 20.4
"45831" 2001 6 24 22.2
"45832" 2001 6 25 22.6
"45833" 2001 6 26 25.5
"45834" 2001 6 27 28.9
"45835" 2001 6 28 22
"45836" 2001 6 29 25.6
"45837" 2001 6 30 28.7
"45838" 2001 7 1 23.2
"45839" 2001 7 2 19.7
"45840" 2001 7 3 24.5
"45841" 2001 7 4 27.3
"45842" 2001 7 5 30.7
"45843" 2001 7 6 31.9
"45844" 2001 7 7 30.4
"45845" 2001 7 8 23.4
"45846" 2001 7 9 19.3
"45847" 2001 7 10 24.6
"45848" 2001 7 11 23.7
"45849" 2001 7 12 23.1
"45850" 2001 7 13 23.3
"45851" 2001 7 14 25.2
"45852" 2001 7 15 22.7
"45853" 2001 7 16 15.2
"45854" 2001 7 17 17.9
"45855" 2001 7 18 23.6
"45856" 2001 7 19 26.2
"45857" 2001 7 20 25.2
"45858" 2001 7 21 23.4
"45859" 2001 7 22 28
"45860" 2001 7 23 30.2
"45861" 2001 7 24 28.9
"45862" 2001 7 25 30.1
"45863" 2001 7 26 30
"45864" 2001 7 27 29.5
"45865" 2001 7 28 31.9
"45866" 2001 7 29 26.6
"45867" 2001 7 30 30.4
"45868" 2001 7 31 25.9
"45869" 2001 8 1 23.4
"45870" 2001 8 2 25.7
"45871" 2001 8 3 30.5
"45872" 2001 8 4 25
"45873" 2001 8 5 24.1
"45874" 2001 8 6 22
"45875" 2001 8 7 24.1
"45876" 2001 8 8 25.3
"45877" 2001 8 9 23.8
"45878" 2001 8 10 22.8
"45879" 2001 8 11 19.2
"45880" 2001 8 12 24.3
"45881" 2001 8 13 18.7
"45882" 2001 8 14 28
"45883" 2001 8 15 34.4
"45884" 2001 8 16 35.2
"45885" 2001 8 17 24.7
"45886" 2001 8 18 19.3
"45887" 2001 8 19 25.4
"45888" 2001 8 20 27.5
"45889" 2001 8 21 22.5
"45890" 2001 8 22 27.1
"45891" 2001 8 23 28.2
"45892" 2001 8 24 30.2
"45893" 2001 8 25 31.1
"45894" 2001 8 26 32.3
"45895" 2001 8 27 23.5
"45896" 2001 8 28 19
"45897" 2001 8 29 20.8
"45898" 2001 8 30 23.5
"45899" 2001 8 31 20.5
"45900" 2001 9 1 22.3
"45901" 2001 9 2 20.2
"45902" 2001 9 3 21.4
"45903" 2001 9 4 18.7
"45904" 2001 9 5 18.8
"45905" 2001 9 6 18.4
"45906" 2001 9 7 16.5
"45907" 2001 9 8 17.7
"45908" 2001 9 9 12.5
"45909" 2001 9 10 17.3
"45910" 2001 9 11 12.5
"45911" 2001 9 12 17.8
"45912" 2001 9 13 15.1
"45913" 2001 9 14 15.6
"45914" 2001 9 15 17.4
"45915" 2001 9 16 16.6
"45916" 2001 9 17 16.4
"45917" 2001 9 18 11.5
"45918" 2001 9 19 17.6
"45919" 2001 9 20 16.2
"45920" 2001 9 21 17.9
"45921" 2001 9 22 15.7
"45922" 2001 9 23 17.9
"45923" 2001 9 24 13.6
"45924" 2001 9 25 13.5
"45925" 2001 9 26 14.7
"45926" 2001 9 27 12.9
"45927" 2001 9 28 15.4
"45928" 2001 9 29 19.4
"45929" 2001 9 30 15.5
"45930" 2001 10 1 17.4
"45931" 2001 10 2 22
"45932" 2001 10 3 18.3
"45933" 2001 10 4 18.4
"45934" 2001 10 5 16.9
"45935" 2001 10 6 19.3
"45936" 2001 10 7 17.7
"45937" 2001 10 8 21.8
"45938" 2001 10 9 17.8
"45939" 2001 10 10 18.5
"45940" 2001 10 11 15
"45941" 2001 10 12 20.3
"45942" 2001 10 13 21.7
"45943" 2001 10 14 22.4
"45944" 2001 10 15 21.3
"45945" 2001 10 16 19.8
"45946" 2001 10 17 14.6
"45947" 2001 10 18 14.4
"45948" 2001 10 19 15.6
"45949" 2001 10 20 15.6
"45950" 2001 10 21 13.1
"45951" 2001 10 22 13.1
"45952" 2001 10 23 12.9
"45953" 2001 10 24 9.5
"45954" 2001 10 25 12.3
"45955" 2001 10 26 16
"45956" 2001 10 27 14.6
"45957" 2001 10 28 14.1
"45958" 2001 10 29 11.6
"45959" 2001 10 30 18.3
"45960" 2001 10 31 18.9
"45961" 2001 11 1 10.7
"45962" 2001 11 2 10.5
