"Years" "Months" "Days" "TX"
"45963" 2001 11 3 11.1
"45964" 2001 11 4 11.6
"45965" 2001 11 5 9.7
"45966" 2001 11 6 9.2
"45967" 2001 11 7 9.3
"45968" 2001 11 8 8
"45969" 2001 11 9 4.1
"45970" 2001 11 10 5.3
"45971" 2001 11 11 5.6
"45972" 2001 11 12 9
"45973" 2001 11 13 6.4
"45974" 2001 11 14 4.8
"45975" 2001 11 15 5.4
"45976" 2001 11 16 9.1
"45977" 2001 11 17 7.5
"45978" 2001 11 18 7.6
"45979" 2001 11 19 8.1
"45980" 2001 11 20 6
"45981" 2001 11 21 9.9
"45982" 2001 11 22 8.2
"45983" 2001 11 23 3.8
"45984" 2001 11 24 4.3
"45985" 2001 11 25 3.4
"45986" 2001 11 26 5.3
"45987" 2001 11 27 4.7
"45988" 2001 11 28 6.3
"45989" 2001 11 29 5
"45990" 2001 11 30 3.9
"45991" 2001 12 1 2.4
"45992" 2001 12 2 0.6
"45993" 2001 12 3 0.2
"45994" 2001 12 4 4.2
"45995" 2001 12 5 8.3
"45996" 2001 12 6 5.1
"45997" 2001 12 7 5.6
"45998" 2001 12 8 2.2
"45999" 2001 12 9 0.4
"46000" 2001 12 10 2.6
"46001" 2001 12 11 4.2
"46002" 2001 12 12 5.8
"46003" 2001 12 13 1.2
"46004" 2001 12 14 -4
"46005" 2001 12 15 1.6
"46006" 2001 12 16 1.7
"46007" 2001 12 17 2
"46008" 2001 12 18 2.5
"46009" 2001 12 19 4.8
"46010" 2001 12 20 1.5
"46011" 2001 12 21 1.4
"46012" 2001 12 22 0.9
"46013" 2001 12 23 -3.6
"46014" 2001 12 24 -0.1
"46015" 2001 12 25 3.3
"46016" 2001 12 26 2.7
"46017" 2001 12 27 1.9
"46018" 2001 12 28 5
"46019" 2001 12 29 4.2
"46020" 2001 12 30 0.3
"46021" 2001 12 31 -2.8
"46022" 2002 1 1 2.7
"46023" 2002 1 2 3.3
"46024" 2002 1 3 -2.2
"46025" 2002 1 4 -2.7
"46026" 2002 1 5 -0.6
"46027" 2002 1 6 3.4
"46028" 2002 1 7 3.4
"46029" 2002 1 8 1.6
"46030" 2002 1 9 -0.2
"46031" 2002 1 10 -0.2
"46032" 2002 1 11 0.1
"46033" 2002 1 12 1.1
"46034" 2002 1 13 1.1
"46035" 2002 1 14 0.1
"46036" 2002 1 15 0
"46037" 2002 1 16 -0.8
"46038" 2002 1 17 2.6
"46039" 2002 1 18 2.8
"46040" 2002 1 19 4
"46041" 2002 1 20 6.4
"46042" 2002 1 21 10.6
"46043" 2002 1 22 9.4
"46044" 2002 1 23 9.1
"46045" 2002 1 24 11.6
"46046" 2002 1 25 7.4
"46047" 2002 1 26 11.7
"46048" 2002 1 27 11.4
"46049" 2002 1 28 14.9
"46050" 2002 1 29 12.1
"46051" 2002 1 30 12.7
"46052" 2002 1 31 12.2
"46053" 2002 2 1 11
"46054" 2002 2 2 16.5
"46055" 2002 2 3 15.8
"46056" 2002 2 4 12
"46057" 2002 2 5 14.1
"46058" 2002 2 6 12.6
"46059" 2002 2 7 9
"46060" 2002 2 8 11.5
"46061" 2002 2 9 12.8
"46062" 2002 2 10 8.4
"46063" 2002 2 11 11.2
"46064" 2002 2 12 13
"46065" 2002 2 13 9.1
"46066" 2002 2 14 4.3
"46067" 2002 2 15 7.3
"46068" 2002 2 16 8.8
"46069" 2002 2 17 8.2
"46070" 2002 2 18 5.8
"46071" 2002 2 19 5.9
"46072" 2002 2 20 9.2
"46073" 2002 2 21 3.2
"46074" 2002 2 22 4.1
"46075" 2002 2 23 4.4
"46076" 2002 2 24 4.5
"46077" 2002 2 25 4.1
"46078" 2002 2 26 12
"46079" 2002 2 27 9.5
"46080" 2002 2 28 8.7
"46081" 2002 3 1 7.1
"46082" 2002 3 2 5.2
"46083" 2002 3 3 5.6
"46084" 2002 3 4 8
"46085" 2002 3 5 9.5
"46086" 2002 3 6 9.8
"46087" 2002 3 7 9.9
"46088" 2002 3 8 10.6
"46089" 2002 3 9 10.4
"46090" 2002 3 10 9.2
"46091" 2002 3 11 15.5
"46092" 2002 3 12 14.5
"46093" 2002 3 13 11.3
"46094" 2002 3 14 5.2
"46095" 2002 3 15 1.6
"46096" 2002 3 16 3.7
"46097" 2002 3 17 14.4
"46098" 2002 3 18 18.4
"46099" 2002 3 19 13.2
"46100" 2002 3 20 8.6
"46101" 2002 3 21 10.3
"46102" 2002 3 22 7.9
"46103" 2002 3 23 6
"46104" 2002 3 24 3.9
"46105" 2002 3 25 2.8
"46106" 2002 3 26 3.2
"46107" 2002 3 27 7.4
"46108" 2002 3 28 11.8
"46109" 2002 3 29 15.8
"46110" 2002 3 30 18.4
"46111" 2002 3 31 15.8
"46112" 2002 4 1 17.4
"46113" 2002 4 2 18
"46114" 2002 4 3 14.9
"46115" 2002 4 4 12.7
"46116" 2002 4 5 8.7
"46117" 2002 4 6 5.4
"46118" 2002 4 7 8.6
"46119" 2002 4 8 10.4
"46120" 2002 4 9 11.2
"46121" 2002 4 10 11
"46122" 2002 4 11 10.4
"46123" 2002 4 12 14.8
"46124" 2002 4 13 12.9
"46125" 2002 4 14 10.7
"46126" 2002 4 15 8.9
"46127" 2002 4 16 8.2
"46128" 2002 4 17 13.2
"46129" 2002 4 18 14.2
"46130" 2002 4 19 16.7
"46131" 2002 4 20 14.3
"46132" 2002 4 21 15.2
"46133" 2002 4 22 18.4
"46134" 2002 4 23 18.1
"46135" 2002 4 24 13.6
"46136" 2002 4 25 16.1
"46137" 2002 4 26 17.9
"46138" 2002 4 27 13
"46139" 2002 4 28 12.6
"46140" 2002 4 29 14
"46141" 2002 4 30 14.7
"46142" 2002 5 1 19.7
"46143" 2002 5 2 16.4
"46144" 2002 5 3 18.4
"46145" 2002 5 4 14.2
"46146" 2002 5 5 14.9
"46147" 2002 5 6 17
"46148" 2002 5 7 12.5
"46149" 2002 5 8 24.8
"46150" 2002 5 9 26.5
"46151" 2002 5 10 26.2
"46152" 2002 5 11 23.9
"46153" 2002 5 12 21.4
"46154" 2002 5 13 21.7
"46155" 2002 5 14 22.1
"46156" 2002 5 15 18.2
"46157" 2002 5 16 24
"46158" 2002 5 17 20.5
"46159" 2002 5 18 21.9
"46160" 2002 5 19 15.2
"46161" 2002 5 20 20.1
"46162" 2002 5 21 23.4
"46163" 2002 5 22 26.5
"46164" 2002 5 23 26.8
"46165" 2002 5 24 18.3
"46166" 2002 5 25 19.4
"46167" 2002 5 26 13.6
"46168" 2002 5 27 21.2
"46169" 2002 5 28 18.8
"46170" 2002 5 29 22.5
"46171" 2002 5 30 19.9
"46172" 2002 5 31 20.9
"46173" 2002 6 1 18.5
"46174" 2002 6 2 21.7
"46175" 2002 6 3 23.1
"46176" 2002 6 4 26.3
"46177" 2002 6 5 27.4
"46178" 2002 6 6 23.4
"46179" 2002 6 7 16.1
"46180" 2002 6 8 16.8
"46181" 2002 6 9 19.2
"46182" 2002 6 10 21.3
"46183" 2002 6 11 20
"46184" 2002 6 12 20.6
"46185" 2002 6 13 16.4
"46186" 2002 6 14 18.6
"46187" 2002 6 15 25.6
"46188" 2002 6 16 22.9
"46189" 2002 6 17 28.3
"46190" 2002 6 18 33
"46191" 2002 6 19 27.2
"46192" 2002 6 20 29.8
"46193" 2002 6 21 22.1
"46194" 2002 6 22 26.2
"46195" 2002 6 23 23.6
"46196" 2002 6 24 21.9
"46197" 2002 6 25 21.8
"46198" 2002 6 26 24.7
"46199" 2002 6 27 23.8
"46200" 2002 6 28 19.1
"46201" 2002 6 29 19
"46202" 2002 6 30 20
"46203" 2002 7 1 19.5
"46204" 2002 7 2 20
"46205" 2002 7 3 23.9
"46206" 2002 7 4 18.5
"46207" 2002 7 5 24.8
"46208" 2002 7 6 27.1
"46209" 2002 7 7 22.3
"46210" 2002 7 8 29.4
"46211" 2002 7 9 33.8
"46212" 2002 7 10 33.6
"46213" 2002 7 11 22.5
"46214" 2002 7 12 26.3
"46215" 2002 7 13 27.3
"46216" 2002 7 14 22
"46217" 2002 7 15 23.4
"46218" 2002 7 16 28.4
"46219" 2002 7 17 24.3
"46220" 2002 7 18 20.2
"46221" 2002 7 19 16.4
"46222" 2002 7 20 20.3
"46223" 2002 7 21 26.6
"46224" 2002 7 22 16.8
"46225" 2002 7 23 21.1
"46226" 2002 7 24 21.6
"46227" 2002 7 25 18.5
"46228" 2002 7 26 18.1
"46229" 2002 7 27 25.7
"46230" 2002 7 28 29.9
"46231" 2002 7 29 32.8
"46232" 2002 7 30 32.8
"46233" 2002 7 31 31.6
"46234" 2002 8 1 32.9
"46235" 2002 8 2 22
"46236" 2002 8 3 26.5
"46237" 2002 8 4 27
"46238" 2002 8 5 20.9
"46239" 2002 8 6 23.8
"46240" 2002 8 7 26.1
"46241" 2002 8 8 25.5
"46242" 2002 8 9 25.6
"46243" 2002 8 10 26.1
"46244" 2002 8 11 28.3
"46245" 2002 8 12 20.8
"46246" 2002 8 13 18.3
"46247" 2002 8 14 22.4
"46248" 2002 8 15 26.4
"46249" 2002 8 16 25.8
"46250" 2002 8 17 27.5
"46251" 2002 8 18 27.8
"46252" 2002 8 19 29.6
"46253" 2002 8 20 27.9
"46254" 2002 8 21 28.8
"46255" 2002 8 22 28
"46256" 2002 8 23 28.5
"46257" 2002 8 24 28.6
"46258" 2002 8 25 27.7
"46259" 2002 8 26 29.2
"46260" 2002 8 27 29.4
"46261" 2002 8 28 28.8
"46262" 2002 8 29 28.1
"46263" 2002 8 30 26.6
"46264" 2002 8 31 26.8
"46265" 2002 9 1 21.8
"46266" 2002 9 2 22.4
"46267" 2002 9 3 24
"46268" 2002 9 4 27.2
"46269" 2002 9 5 25.6
"46270" 2002 9 6 23.8
"46271" 2002 9 7 24.5
"46272" 2002 9 8 26.2
"46273" 2002 9 9 26.9
"46274" 2002 9 10 26.5
"46275" 2002 9 11 23.6
"46276" 2002 9 12 21.7
"46277" 2002 9 13 22
"46278" 2002 9 14 20.1
"46279" 2002 9 15 18.9
"46280" 2002 9 16 16.3
"46281" 2002 9 17 18.5
"46282" 2002 9 18 18.2
"46283" 2002 9 19 19.2
"46284" 2002 9 20 18
"46285" 2002 9 21 16.3
"46286" 2002 9 22 12.7
"46287" 2002 9 23 10.3
"46288" 2002 9 24 13.7
"46289" 2002 9 25 15.7
"46290" 2002 9 26 14.4
"46291" 2002 9 27 13.6
"46292" 2002 9 28 13.7
"46293" 2002 9 29 16.4
"46294" 2002 9 30 18.1
"46295" 2002 10 1 18.5
"46296" 2002 10 2 18.7
"46297" 2002 10 3 19.7
"46298" 2002 10 4 17.4
"46299" 2002 10 5 14.7
"46300" 2002 10 6 12.4
"46301" 2002 10 7 10.3
"46302" 2002 10 8 9.4
"46303" 2002 10 9 11
"46304" 2002 10 10 10
"46305" 2002 10 11 9
"46306" 2002 10 12 7.5
"46307" 2002 10 13 3.8
"46308" 2002 10 14 9.1
"46309" 2002 10 15 10.7
"46310" 2002 10 16 16.9
"46311" 2002 10 17 14.7
"46312" 2002 10 18 9.1
"46313" 2002 10 19 9.1
"46314" 2002 10 20 9.5
"46315" 2002 10 21 10.3
"46316" 2002 10 22 12.5
"46317" 2002 10 23 17.6
"46318" 2002 10 24 10.2
"46319" 2002 10 25 12.8
"46320" 2002 10 26 12.8
"46321" 2002 10 27 13.9
"46322" 2002 10 28 10.4
"46323" 2002 10 29 10.5
"46324" 2002 10 30 9.4
"46325" 2002 10 31 10.4
"46326" 2002 11 1 10.7
"46327" 2002 11 2 7.8
"46328" 2002 11 3 4.3
"46329" 2002 11 4 4.1
"46330" 2002 11 5 3.3
"46331" 2002 11 6 2.6
"46332" 2002 11 7 1.8
"46333" 2002 11 8 7.7
"46334" 2002 11 9 5.5
"46335" 2002 11 10 5.6
"46336" 2002 11 11 3.4
"46337" 2002 11 12 10.6
"46338" 2002 11 13 11.7
"46339" 2002 11 14 10.9
"46340" 2002 11 15 9.1
"46341" 2002 11 16 10.3
"46342" 2002 11 17 10
"46343" 2002 11 18 11.7
"46344" 2002 11 19 6.9
"46345" 2002 11 20 3.5
"46346" 2002 11 21 4.8
"46347" 2002 11 22 4.1
"46348" 2002 11 23 5.8
"46349" 2002 11 24 8.3
"46350" 2002 11 25 6.6
"46351" 2002 11 26 10.1
"46352" 2002 11 27 8
"46353" 2002 11 28 7
"46354" 2002 11 29 7.7
"46355" 2002 11 30 6.7
"46356" 2002 12 1 5.3
"46357" 2002 12 2 6
"46358" 2002 12 3 5.2
"46359" 2002 12 4 1.4
"46360" 2002 12 5 1.4
"46361" 2002 12 6 -0.2
"46362" 2002 12 7 -3.3
"46363" 2002 12 8 -3.8
"46364" 2002 12 9 -6.8
"46365" 2002 12 10 -7
"46366" 2002 12 11 -2.9
"46367" 2002 12 12 -4.6
"46368" 2002 12 13 -4.5
"46369" 2002 12 14 -2
"46370" 2002 12 15 -2
"46371" 2002 12 16 1.1
"46372" 2002 12 17 1.6
"46373" 2002 12 18 1
"46374" 2002 12 19 0.9
"46375" 2002 12 20 -0.2
"46376" 2002 12 21 -0.8
"46377" 2002 12 22 -0.4
"46378" 2002 12 23 -1.4
"46379" 2002 12 24 -2.9
"46380" 2002 12 25 -0.6
"46381" 2002 12 26 2.8
"46382" 2002 12 27 3.3
"46383" 2002 12 28 5.5
"46384" 2002 12 29 7.4
"46385" 2002 12 30 4.3
"46386" 2002 12 31 -1.7
"46387" 2003 1 1 0.7
"46388" 2003 1 2 7.7
"46389" 2003 1 3 2.6
"46390" 2003 1 4 -1.2
"46391" 2003 1 5 -3.4
"46392" 2003 1 6 -3.4
"46393" 2003 1 7 -6.4
"46394" 2003 1 8 -6.3
"46395" 2003 1 9 -5.8
"46396" 2003 1 10 -2.8
"46397" 2003 1 11 -3.8
"46398" 2003 1 12 1.1
"46399" 2003 1 13 3.8
"46400" 2003 1 14 7.4
"46401" 2003 1 15 7.3
"46402" 2003 1 16 6.7
"46403" 2003 1 17 5.9
"46404" 2003 1 18 3.4
"46405" 2003 1 19 4.7
"46406" 2003 1 20 8.7
"46407" 2003 1 21 6
"46408" 2003 1 22 6.6
"46409" 2003 1 23 6.3
"46410" 2003 1 24 3.9
"46411" 2003 1 25 4.4
"46412" 2003 1 26 5.3
"46413" 2003 1 27 9.6
"46414" 2003 1 28 9.9
"46415" 2003 1 29 3.9
"46416" 2003 1 30 1.7
"46417" 2003 1 31 -0.4
"46418" 2003 2 1 -3.3
"46419" 2003 2 2 0.3
"46420" 2003 2 3 3.4
"46421" 2003 2 4 2.8
"46422" 2003 2 5 2
"46423" 2003 2 6 -0.8
"46424" 2003 2 7 -0.4
"46425" 2003 2 8 1.9
"46426" 2003 2 9 0.8
"46427" 2003 2 10 -0.7
"46428" 2003 2 11 1.4
"46429" 2003 2 12 -1
"46430" 2003 2 13 0.7
"46431" 2003 2 14 2.9
"46432" 2003 2 15 1.2
"46433" 2003 2 16 -2.3
"46434" 2003 2 17 -1.4
"46435" 2003 2 18 -1.1
"46436" 2003 2 19 -0.1
"46437" 2003 2 20 -0.9
"46438" 2003 2 21 1.5
"46439" 2003 2 22 6.1
"46440" 2003 2 23 7.9
"46441" 2003 2 24 8.3
"46442" 2003 2 25 11.5
"46443" 2003 2 26 7.3
"46444" 2003 2 27 10
"46445" 2003 2 28 4.7
"46446" 2003 3 1 5.8
"46447" 2003 3 2 6.2
"46448" 2003 3 3 1.6
"46449" 2003 3 4 2.4
"46450" 2003 3 5 6.5
"46451" 2003 3 6 5.6
"46452" 2003 3 7 6
"46453" 2003 3 8 10
"46454" 2003 3 9 8.8
"46455" 2003 3 10 13.8
"46456" 2003 3 11 12.3
"46457" 2003 3 12 9.9
"46458" 2003 3 13 6.6
"46459" 2003 3 14 7.3
"46460" 2003 3 15 8.8
"46461" 2003 3 16 12.1
"46462" 2003 3 17 6.6
"46463" 2003 3 18 13.2
"46464" 2003 3 19 5
"46465" 2003 3 20 4.4
"46466" 2003 3 21 3.9
"46467" 2003 3 22 8.2
"46468" 2003 3 23 14.5
"46469" 2003 3 24 18.2
"46470" 2003 3 25 15.2
"46471" 2003 3 26 12.2
"46472" 2003 3 27 15.4
"46473" 2003 3 28 14.4
"46474" 2003 3 29 16.3
"46475" 2003 3 30 17.2
"46476" 2003 3 31 12.3
"46477" 2003 4 1 15.3
"46478" 2003 4 2 11.1
"46479" 2003 4 3 7.7
"46480" 2003 4 4 10.2
"46481" 2003 4 5 9.6
"46482" 2003 4 6 5.3
"46483" 2003 4 7 2.6
"46484" 2003 4 8 4.4
"46485" 2003 4 9 2.9
"46486" 2003 4 10 5.7
"46487" 2003 4 11 9
"46488" 2003 4 12 12.4
"46489" 2003 4 13 15.4
"46490" 2003 4 14 17.7
"46491" 2003 4 15 19.9
"46492" 2003 4 16 19
"46493" 2003 4 17 19.7
"46494" 2003 4 18 8.4
"46495" 2003 4 19 14.2
"46496" 2003 4 20 20.1
"46497" 2003 4 21 20.7
"46498" 2003 4 22 20.6
"46499" 2003 4 23 19
"46500" 2003 4 24 18.9
"46501" 2003 4 25 21
"46502" 2003 4 26 21.5
"46503" 2003 4 27 17.9
"46504" 2003 4 28 17.9
"46505" 2003 4 29 22
"46506" 2003 4 30 21.9
"46507" 2003 5 1 18.4
"46508" 2003 5 2 20.3
"46509" 2003 5 3 16.3
"46510" 2003 5 4 21.6
"46511" 2003 5 5 29.3
"46512" 2003 5 6 22.9
"46513" 2003 5 7 19.7
"46514" 2003 5 8 26.4
"46515" 2003 5 9 16.1
"46516" 2003 5 10 18.8
"46517" 2003 5 11 22.6
"46518" 2003 5 12 22.1
"46519" 2003 5 13 16.6
"46520" 2003 5 14 15.4
"46521" 2003 5 15 14.8
"46522" 2003 5 16 16.2
"46523" 2003 5 17 20.3
"46524" 2003 5 18 19.8
"46525" 2003 5 19 18.3
"46526" 2003 5 20 18.7
"46527" 2003 5 21 17.9
"46528" 2003 5 22 19.2
"46529" 2003 5 23 19.4
"46530" 2003 5 24 28.7
"46531" 2003 5 25 28
"46532" 2003 5 26 20.3
"46533" 2003 5 27 22.2
"46534" 2003 5 28 22.9
"46535" 2003 5 29 25
"46536" 2003 5 30 28.2
"46537" 2003 5 31 26.9
"46538" 2003 6 1 26.5
"46539" 2003 6 2 29.7
"46540" 2003 6 3 31.4
"46541" 2003 6 4 32.5
"46542" 2003 6 5 32.1
"46543" 2003 6 6 24.4
"46544" 2003 6 7 28.3
"46545" 2003 6 8 32.4
"46546" 2003 6 9 22.6
"46547" 2003 6 10 26.4
"46548" 2003 6 11 26.8
"46549" 2003 6 12 28.4
"46550" 2003 6 13 24.7
"46551" 2003 6 14 23.4
"46552" 2003 6 15 23.3
"46553" 2003 6 16 22.8
"46554" 2003 6 17 24.7
"46555" 2003 6 18 21.1
"46556" 2003 6 19 23.9
"46557" 2003 6 20 21.1
"46558" 2003 6 21 19.1
"46559" 2003 6 22 21.6
"46560" 2003 6 23 28.7
"46561" 2003 6 24 23.7
"46562" 2003 6 25 19.4
"46563" 2003 6 26 22.1
"46564" 2003 6 27 23.8
"46565" 2003 6 28 27
"46566" 2003 6 29 29.1
"46567" 2003 6 30 26.3
"46568" 2003 7 1 23.7
"46569" 2003 7 2 23.4
"46570" 2003 7 3 23.4
"46571" 2003 7 4 20.1
"46572" 2003 7 5 17.9
"46573" 2003 7 6 18.7
"46574" 2003 7 7 21.5
"46575" 2003 7 8 22.7
"46576" 2003 7 9 22.5
"46577" 2003 7 10 21.9
"46578" 2003 7 11 27.7
"46579" 2003 7 12 23.1
"46580" 2003 7 13 22.8
"46581" 2003 7 14 26.5
"46582" 2003 7 15 28.5
"46583" 2003 7 16 30.9
"46584" 2003 7 17 29.4
"46585" 2003 7 18 27.2
"46586" 2003 7 19 30.4
"46587" 2003 7 20 32.5
"46588" 2003 7 21 33.3
"46589" 2003 7 22 29.3
"46590" 2003 7 23 29
"46591" 2003 7 24 29.5
"46592" 2003 7 25 25.7
"46593" 2003 7 26 25.6
"46594" 2003 7 27 33.6
"46595" 2003 7 28 25.4
"46596" 2003 7 29 25.1
"46597" 2003 7 30 27.2
"46598" 2003 7 31 27
"46599" 2003 8 1 31
"46600" 2003 8 2 31.3
"46601" 2003 8 3 32.1
"46602" 2003 8 4 30.6
"46603" 2003 8 5 29.3
"46604" 2003 8 6 28.7
"46605" 2003 8 7 29.5
"46606" 2003 8 8 32.3
"46607" 2003 8 9 33.2
"46608" 2003 8 10 29.3
"46609" 2003 8 11 27.9
"46610" 2003 8 12 33.2
"46611" 2003 8 13 34.9
"46612" 2003 8 14 24.3
"46613" 2003 8 15 24.7
"46614" 2003 8 16 23.8
"46615" 2003 8 17 26.8
"46616" 2003 8 18 31.2
"46617" 2003 8 19 25.9
"46618" 2003 8 20 24.2
"46619" 2003 8 21 25.7
"46620" 2003 8 22 26
"46621" 2003 8 23 24
"46622" 2003 8 24 23
"46623" 2003 8 25 26.4
"46624" 2003 8 26 25.1
"46625" 2003 8 27 21.3
"46626" 2003 8 28 21.2
"46627" 2003 8 29 23.2
"46628" 2003 8 30 20.5
"46629" 2003 8 31 18.8
"46630" 2003 9 1 17.4
"46631" 2003 9 2 18.4
"46632" 2003 9 3 16.4
"46633" 2003 9 4 19
"46634" 2003 9 5 22.2
"46635" 2003 9 6 24.3
"46636" 2003 9 7 25.5
"46637" 2003 9 8 25.6
"46638" 2003 9 9 20.8
"46639" 2003 9 10 19.2
"46640" 2003 9 11 14.9
"46641" 2003 9 12 20.4
"46642" 2003 9 13 19.7
"46643" 2003 9 14 20.6
"46644" 2003 9 15 21.8
"46645" 2003 9 16 22.9
"46646" 2003 9 17 21.4
"46647" 2003 9 18 27.8
"46648" 2003 9 19 29.3
"46649" 2003 9 20 29.4
"46650" 2003 9 21 28.7
"46651" 2003 9 22 29.7
"46652" 2003 9 23 20.6
"46653" 2003 9 24 16.9
"46654" 2003 9 25 17.9
"46655" 2003 9 26 20.8
"46656" 2003 9 27 18.5
"46657" 2003 9 28 18.5
"46658" 2003 9 29 17.2
"46659" 2003 9 30 14.8
"46660" 2003 10 1 17.7
"46661" 2003 10 2 15.1
"46662" 2003 10 3 16.1
"46663" 2003 10 4 16.1
"46664" 2003 10 5 13
"46665" 2003 10 6 11.6
"46666" 2003 10 7 11.2
"46667" 2003 10 8 13.5
"46668" 2003 10 9 13
"46669" 2003 10 10 14.9
"46670" 2003 10 11 14.1
"46671" 2003 10 12 13.6
"46672" 2003 10 13 13.6
"46673" 2003 10 14 11.7
"46674" 2003 10 15 11.8
"46675" 2003 10 16 10.8
"46676" 2003 10 17 9.3
"46677" 2003 10 18 11.7
"46678" 2003 10 19 10.8
"46679" 2003 10 20 8.3
"46680" 2003 10 21 6.9
"46681" 2003 10 22 6.9
"46682" 2003 10 23 5.7
"46683" 2003 10 24 4.4
"46684" 2003 10 25 7.3
"46685" 2003 10 26 6.3
"46686" 2003 10 27 6
"46687" 2003 10 28 8.4
"46688" 2003 10 29 7.3
"46689" 2003 10 30 6.5
"46690" 2003 10 31 10.5
"46691" 2003 11 1 11.3
"46692" 2003 11 2 12.3
"46693" 2003 11 3 13.5
"46694" 2003 11 4 12
"46695" 2003 11 5 12.4
"46696" 2003 11 6 5
"46697" 2003 11 7 6.1
"46698" 2003 11 8 8.5
"46699" 2003 11 9 5.1
"46700" 2003 11 10 4.4
"46701" 2003 11 11 6.6
"46702" 2003 11 12 5.7
"46703" 2003 11 13 4.4
"46704" 2003 11 14 3.8
"46705" 2003 11 15 9.6
"46706" 2003 11 16 7.3
"46707" 2003 11 17 8.3
"46708" 2003 11 18 12
"46709" 2003 11 19 13.4
"46710" 2003 11 20 11.7
"46711" 2003 11 21 11.7
"46712" 2003 11 22 11.5
"46713" 2003 11 23 13.7
"46714" 2003 11 24 14.6
"46715" 2003 11 25 13.6
"46716" 2003 11 26 12.1
"46717" 2003 11 27 7.3
"46718" 2003 11 28 7.9
"46719" 2003 11 29 8.4
"46720" 2003 11 30 8.4
"46721" 2003 12 1 7.5
"46722" 2003 12 2 7.3
"46723" 2003 12 3 6
"46724" 2003 12 4 6.1
"46725" 2003 12 5 7.3
"46726" 2003 12 6 8.3
"46727" 2003 12 7 2.7
"46728" 2003 12 8 1.9
"46729" 2003 12 9 3.1
"46730" 2003 12 10 6.5
"46731" 2003 12 11 3.2
"46732" 2003 12 12 3.6
"46733" 2003 12 13 11.3
"46734" 2003 12 14 10.4
"46735" 2003 12 15 2.7
"46736" 2003 12 16 3.5
"46737" 2003 12 17 5.6
"46738" 2003 12 18 6.3
"46739" 2003 12 19 6.6
"46740" 2003 12 20 8.6
"46741" 2003 12 21 8.8
"46742" 2003 12 22 4.1
"46743" 2003 12 23 0.3
"46744" 2003 12 24 0.9
"46745" 2003 12 25 3.7
"46746" 2003 12 26 5.8
"46747" 2003 12 27 8.1
"46748" 2003 12 28 7.1
"46749" 2003 12 29 6.2
"46750" 2003 12 30 6.1
"46751" 2003 12 31 2.6
"46752" 2004 1 1 -1.1
"46753" 2004 1 2 0.5
"46754" 2004 1 3 -1.4
"46755" 2004 1 4 -3.3
"46756" 2004 1 5 -3.5
"46757" 2004 1 6 -1.7
"46758" 2004 1 7 4.4
"46759" 2004 1 8 4.5
"46760" 2004 1 9 2.8
"46761" 2004 1 10 3.2
"46762" 2004 1 11 8.4
"46763" 2004 1 12 6.7
"46764" 2004 1 13 6.5
"46765" 2004 1 14 6.8
"46766" 2004 1 15 3.4
"46767" 2004 1 16 5.4
"46768" 2004 1 17 5.3
"46769" 2004 1 18 1.5
"46770" 2004 1 19 2
"46771" 2004 1 20 2.2
"46772" 2004 1 21 -0.6
"46773" 2004 1 22 -2.7
"46774" 2004 1 23 -3.3
"46775" 2004 1 24 -3.3
"46776" 2004 1 25 -5.8
"46777" 2004 1 26 -4
"46778" 2004 1 27 -1
"46779" 2004 1 28 -0.5
"46780" 2004 1 29 1.1
"46781" 2004 1 30 1.7
"46782" 2004 1 31 7.7
"46783" 2004 2 1 10.1
"46784" 2004 2 2 10.9
"46785" 2004 2 3 11.5
"46786" 2004 2 4 14.3
"46787" 2004 2 5 15.3
"46788" 2004 2 6 13.8
"46789" 2004 2 7 13.5
"46790" 2004 2 8 5.8
"46791" 2004 2 9 4.5
"46792" 2004 2 10 2.7
"46793" 2004 2 11 1.7
"46794" 2004 2 12 -0.3
"46795" 2004 2 13 5.3
"46796" 2004 2 14 6.3
"46797" 2004 2 15 4.5
"46798" 2004 2 16 2.2
"46799" 2004 2 17 5
"46800" 2004 2 18 5.4
"46801" 2004 2 19 2.6
"46802" 2004 2 20 3.9
"46803" 2004 2 21 6
"46804" 2004 2 22 5.2
"46805" 2004 2 23 2.2
"46806" 2004 2 24 4.6
"46807" 2004 2 25 2.5
"46808" 2004 2 26 2.3
"46809" 2004 2 27 2.2
"46810" 2004 2 28 3.6
"46811" 2004 2 29 2.6
"46812" 2004 3 1 3.2
"46813" 2004 3 2 5.1
"46814" 2004 3 3 5.9
"46815" 2004 3 4 1.2
"46816" 2004 3 5 3.2
"46817" 2004 3 6 2.9
"46818" 2004 3 7 2.5
"46819" 2004 3 8 5.9
"46820" 2004 3 9 2.8
"46821" 2004 3 10 3.1
"46822" 2004 3 11 7.2
"46823" 2004 3 12 9.9
"46824" 2004 3 13 11.3
"46825" 2004 3 14 15
"46826" 2004 3 15 14.2
"46827" 2004 3 16 14.2
"46828" 2004 3 17 20.1
"46829" 2004 3 18 17.1
"46830" 2004 3 19 15.1
"46831" 2004 3 20 14.1
"46832" 2004 3 21 12.4
"46833" 2004 3 22 11.8
"46834" 2004 3 23 10.5
"46835" 2004 3 24 9.3
"46836" 2004 3 25 3.9
"46837" 2004 3 26 3.4
"46838" 2004 3 27 6.5
"46839" 2004 3 28 8
"46840" 2004 3 29 12.8
"46841" 2004 3 30 15
"46842" 2004 3 31 15.3
